date,usd
1398/07/06,42000
1398/07/07,42000
1398/07/08,42000
1398/07/09,42000
1398/07/10,42000
1398/07/11,42000
1398/07/12,42000
1398/07/13,42000
1398/07/14,42000
1398/07/15,42000
1398/07/16,42000
1398/07/17,42000
1398/07/18,42000
1398/07/19,42000
1398/07/20,42000
1398/07/21,42000
1398/07/22,42000
1398/07/23,42000
1398/07/24,42000
1398/07/25,42000
1398/07/26,42000
1398/07/27,42000
1398/07/28,42000
1398/07/29,42000
1398/07/30,42000
1398/08/01,42000
1398/08/02,42000
1398/08/03,42000
1398/08/04,42000
1398/08/05,42000
1398/08/06,42000
1398/08/07,42000
1398/08/08,42000
1398/08/09,42000
1398/08/10,42000
1398/08/11,42000
1398/08/12,42000
1398/08/13,42000
1398/08/14,42000
1398/08/15,42000
1398/08/16,42000
1398/08/17,42000
1398/08/18,42000
1398/08/19,42000
1398/08/20,42000
1398/08/21,42000
1398/08/22,42000
1398/08/23,42000
1398/08/24,42000
1398/08/25,42000
1398/08/26,42000
1398/08/27,42000
1398/08/28,42000
1398/08/29,42000
1398/08/30,42000
1398/09/01,42000
1398/09/02,42000
1398/09/03,42000
1398/09/04,42000
1398/09/05,42000
1398/09/06,42000
1398/09/07,42000
1398/09/08,42000
1398/09/09,42000
1398/09/10,42000
1398/09/11,42000
1398/09/12,42000
1398/09/13,42000
1398/09/14,42000
1398/09/15,42000
1398/09/16,42000
1398/09/17,42000
1398/09/18,42000
1398/09/19,42000
1398/09/20,42000
1398/09/21,42000
1398/09/22,42000
1398/09/23,42000
1398/09/24,42000
1398/09/25,42000
1398/09/26,42000
1398/09/27,42000
1398/09/28,42000
1398/09/29,42000
1398/09/30,42000
1398/10/01,42000
1398/10/02,42000
1398/10/03,42000
1398/10/04,42000
1398/10/05,42000
1398/10/06,42000
1398/10/07,42000
1398/10/08,42000
1398/10/09,42000
1398/10/10,42000
1398/10/11,42000
1398/10/12,42000
1398/10/13,42000
1398/10/14,42000
1398/10/15,42000
1398/10/16,42000
1398/10/17,42000
1398/10/18,42000
1398/10/19,42000
1398/10/20,42000
1398/10/21,42000
1398/10/22,42000
1398/10/23,42000
1398/10/24,42000
1398/10/25,42000
1398/10/26,42000
1398/10/27,42000
1398/10/28,42000
1398/10/29,42000
1398/10/30,42000
1398/11/01,42000
1398/11/02,42000
1398/11/03,42000
1398/11/04,42000
1398/11/05,42000
1398/11/06,42000
1398/11/07,42000
1398/11/08,42000
1398/11/09,42000
1398/11/10,42000
1398/11/11,42000
1398/11/12,42000
1398/11/13,42000
1398/11/14,42000
1398/11/15,42000
1398/11/16,42000
1398/11/17,42000
1398/11/18,42000
1398/11/19,42000
1398/11/20,42000
1398/11/21,42000
1398/11/22,42000
1398/11/23,42000
1398/11/24,42000
1398/11/25,42000
1398/11/26,42000
1398/11/27,42000
1398/11/28,42000
1398/11/29,42000
1398/11/30,42000
1398/12/01,42000
1398/12/02,42000
1398/12/03,42000
1398/12/04,42000
1398/12/05,42000
1398/12/06,42000
1398/12/07,42000
1398/12/08,42000
1398/12/09,42000
1398/12/10,42000
1398/12/11,42000
1398/12/12,42000
1398/12/13,42000
1398/12/14,42000
1398/12/15,42000
1398/12/16,42000
1398/12/17,42000
1398/12/18,42000
1398/12/19,42000
1398/12/20,42000
1398/12/21,42000
1398/12/22,42000
1398/12/23,42000
1398/12/24,42000
1398/12/25,42000
1398/12/26,42000
1398/12/27,42000
1398/12/28,42000
1398/12/29,42000
1399/01/01,42000
1399/01/02,42000
1399/01/03,42000
1399/01/04,42000
1399/01/05,42000
1399/01/06,42000
1399/01/07,42000
1399/01/08,42000
1399/01/09,42000
1399/01/10,42000
1399/01/11,42000
1399/01/12,42000
1399/01/13,42000
1399/01/14,42000
1399/01/15,42000
1399/01/16,42000
1399/01/17,42000
1399/01/18,42000
1399/01/19,42000
1399/01/20,42000
1399/01/21,42000
1399/01/22,42000
1399/01/23,42000
1399/01/24,42000
1399/01/25,42000
1399/01/26,42000
1399/01/27,42000
1399/01/28,42000
1399/01/29,42000
1399/01/30,42000
1399/01/31,42000
1399/02/01,42000
1399/02/02,42000
1399/02/03,42000
1399/02/04,42000
1399/02/05,42000
1399/02/06,42000
1399/02/07,42000
1399/02/08,42000
1399/02/09,42000
1399/02/10,42000
1399/02/11,42000
1399/02/12,42000
1399/02/13,42000
1399/02/14,42000
1399/02/15,42000
1399/02/16,42000
1399/02/17,42000
1399/02/18,42000
1399/02/19,42000
1399/02/20,42000
1399/02/21,42000
1399/02/22,42000
1399/02/23,42000
1399/02/24,42000
1399/02/25,42000
1399/02/26,42000
1399/02/27,42000
1399/02/28,42000
1399/02/29,42000
1399/02/30,42000
1399/02/31,42000
1399/03/01,42000
1399/03/02,42000
1399/03/03,42000
1399/03/04,42000
1399/03/05,42000
1399/03/06,42000
1399/03/07,42000
1399/03/08,42000
1399/03/09,42000
1399/03/10,42000
1399/03/11,42000
1399/03/12,42000
1399/03/13,42000
1399/03/14,42000
1399/03/15,42000
1399/03/16,42000
1399/03/17,42000
1399/03/18,42000
1399/03/19,42000
1399/03/20,42000
1399/03/21,42000
1399/03/22,42000
1399/03/23,42000
1399/03/24,42000
1399/03/25,42000
1399/03/26,42000
1399/03/27,42000
1399/03/28,42000
1399/03/29,42000
1399/03/30,42000
1399/03/31,42000
1399/04/01,42000
1399/04/02,42000
1399/04/03,42000
1399/04/04,42000
1399/04/05,42000
1399/04/06,42000
1399/04/07,42000
1399/04/08,42000
1399/04/09,42000
1399/04/10,42000
1399/04/11,42000
1399/04/12,42000
1399/04/13,42000
1399/04/14,42000
1399/04/15,42000
1399/04/16,42000
1399/04/17,42000
1399/04/18,42000
1399/04/19,42000
1399/04/20,42000
1399/04/21,42000
1399/04/22,42000
1399/04/23,42000
1399/04/24,42000
1399/04/25,42000
1399/04/26,42000
1399/04/27,42000
1399/04/28,42000
1399/04/29,42000
1399/04/30,42000
1399/04/31,42000
1399/05/01,42000
1399/05/02,42000
1399/05/03,42000
1399/05/04,42000
1399/05/05,42000
1399/05/06,42000
1399/05/07,42000
1399/05/08,42000
1399/05/09,42000
1399/05/10,42000
1399/05/11,42000
1399/05/12,42000
1399/05/13,42000
1399/05/14,42000
1399/05/15,42000
1399/05/16,42000
1399/05/17,42000
1399/05/18,42000
1399/05/19,42000
1399/05/20,42000
1399/05/21,42000
1399/05/22,42000
1399/05/23,42000
1399/05/24,42000
1399/05/25,42000
1399/05/26,42000
1399/05/27,42000
1399/05/28,42000
1399/05/29,42000
1399/05/30,42000
1399/05/31,42000
1399/06/01,42000
1399/06/02,42000
1399/06/03,42000
1399/06/04,42000
1399/06/05,42000
1399/06/06,42000
1399/06/07,42000
1399/06/08,42000
1399/06/09,42000
1399/06/10,42000
1399/06/11,42000
1399/06/12,42000
1399/06/13,42000
1399/06/14,42000
1399/06/15,42000
1399/06/16,42000
1399/06/17,42000
1399/06/18,42000
1399/06/19,42000
1399/06/20,42000
1399/06/21,42000
1399/06/22,42000
1399/06/23,42000
1399/06/24,42000
1399/06/25,42000
1399/06/26,42000
1399/06/27,42000
1399/06/28,42000
1399/06/29,42000
1399/06/30,42000
1399/06/31,42000
1399/07/01,42000
1399/07/02,42000
1399/07/03,42000
1399/07/04,42000
1399/07/05,42000
1399/07/06,42000
1399/07/07,42000
1399/07/08,42000
1399/07/09,42000
1399/07/10,42000
1399/07/11,42000
1399/07/12,42000
1399/07/13,42000
1399/07/14,42000
1399/07/15,42000
1399/07/16,42000
1399/07/17,42000
1399/07/18,42000
1399/07/19,42000
1399/07/20,42000
1399/07/21,42000
1399/07/22,42000
1399/07/23,42000
1399/07/24,42000
1399/07/25,42000
1399/07/26,42000
1399/07/27,42000
1399/07/28,42000
1399/07/29,42000
1399/07/30,42000
1399/08/01,42000
1399/08/02,42000
1399/08/03,42000
1399/08/04,42000
1399/08/05,42000
1399/08/06,42000
1399/08/07,42000
1399/08/08,42000
1399/08/09,42000
1399/08/10,42000
1399/08/11,42000
1399/08/12,42000
1399/08/13,42000
1399/08/14,42000
1399/08/15,42000
1399/08/16,42000
1399/08/17,42000
1399/08/18,42000
1399/08/19,42000
1399/08/20,42000
1399/08/21,42000
1399/08/22,42000
1399/08/23,42000
1399/08/24,42000
1399/08/25,42000
1399/08/26,42000
1399/08/27,42000
1399/08/28,42000
1399/08/29,42000
1399/08/30,42000
1399/09/01,42000
1399/09/02,42000
1399/09/03,42000
1399/09/04,42000
1399/09/05,42000
1399/09/06,42000
1399/09/07,42000
1399/09/08,42000
1399/09/09,42000
1399/09/10,42000
1399/09/11,42000
1399/09/12,42000
1399/09/13,42000
1399/09/14,42000
1399/09/15,42000
1399/09/16,42000
1399/09/17,42000
1399/09/18,42000
1399/09/19,42000
1399/09/20,42000
1399/09/21,42000
1399/09/22,42000
1399/09/23,42000
1399/09/24,42000
1399/09/25,42000
1399/09/26,42000
1399/09/27,42000
1399/09/28,42000
1399/09/29,42000
1399/09/30,42000
1399/10/01,42000
1399/10/02,42000
1399/10/03,42000
1399/10/04,42000
1399/10/05,42000
1399/10/06,42000
1399/10/07,42000
1399/10/08,42000
1399/10/09,42000
1399/10/10,42000
1399/10/11,42000
1399/10/12,42000
1399/10/13,42000
1399/10/14,42000
1399/10/15,42000
1399/10/16,42000
1399/10/17,42000
1399/10/18,42000
1399/10/19,42000
1399/10/20,42000
1399/10/21,42000
1399/10/22,42000
1399/10/23,42000
1399/10/24,42000
1399/10/25,42000
1399/10/26,42000
1399/10/27,42000
1399/10/28,42000
1399/10/29,42000
1399/10/30,42000
1399/11/01,42000
1399/11/02,42000
1399/11/03,42000
1399/11/04,42000
1399/11/05,42000
1399/11/06,42000
1399/11/07,42000
1399/11/08,42000
1399/11/09,42000
1399/11/10,42000
1399/11/11,42000
1399/11/12,42000
1399/11/13,42000
1399/11/14,42000
1399/11/15,42000
1399/11/16,42000
1399/11/17,42000
1399/11/18,42000
1399/11/19,42000
1399/11/20,42000
1399/11/21,42000
1399/11/22,42000
1399/11/23,42000
1399/11/24,42000
1399/11/25,42000
1399/11/26,42000
1399/11/27,42000
1399/11/28,42000
1399/11/29,42000
1399/11/30,42000
1399/12/01,42000
1399/12/02,42000
1399/12/03,42000
1399/12/04,42000
1399/12/05,42000
1399/12/06,42000
1399/12/07,42000
1399/12/08,42000
1399/12/09,42000
1399/12/10,42000
1399/12/11,42000
1399/12/12,42000
1399/12/13,42000
1399/12/14,42000
1399/12/15,42000
1399/12/16,42000
1399/12/17,42000
1399/12/18,42000
1399/12/19,42000
1399/12/20,42000
1399/12/21,42000
1399/12/22,42000
1399/12/23,42000
1399/12/24,42000
1399/12/25,42000
1399/12/26,42000
1399/12/27,42000
1399/12/28,42000
1399/12/29,42000
1399/12/30,42000
1400/01/01,42000
